	12500	12500	
(18, 27)	3	3	0	
(3, 30, 18, 8)	4	3	-1	
(18, 21, 30, 18)	1	1	0	
(0, 4, 7, 30)	2	1	-1	
(26, 12, 30, 3)	0	1	1	
(15, 17, 30, 6)	2	0	-2	
(30, 25, 3, 3)	0	1	1	
(19, 17, 30, 3)	5	2	-3	
(21, 18, 17, 30)	0	2	2	
(3, 30, 8)	257	166	-91	
(19, 30, 21, 28)	0	1	1	
(12, 21, 30, 8)	11	3	-8	
(6, 1, 4, 30)	3	0	-3	
(19, 17, 18, 30)	1	2	1	
(3, 30, 2, 18)	1	1	0	
(30, 2, 17, 2)	1	1	0	
(17, 12, 21, 1)	2	0	-2	
(30, 10, 17)	67	57	-10	
(3, 17, 30, 24)	3	9	6	
(25, 30, 2)	113	112	-1	
(17, 30, 27)	280	351	71	
(3, 12, 0, 21)	0	1	1	
(16, 30, 8, 7)	1	2	1	
(21, 18, 30, 0)	6	12	6	
(22, 9, 17)	0	1	1	
(8, 30, 1, 3)	1	0	-1	
(28, 24, 30, 7)	1	0	-1	
(30, 23, 3)	1	3	2	
(0, 4, 21, 30)	45	56	11	
(3, 30, 27, 4)	2	4	2	
(21, 5, 30, 25)	21	18	-3	
(24, 10, 30)	2	4	2	
(30, 7, 13)	1	1	0	
(1, 21, 30, 2)	15	3	-12	
(17, 12, 30, 21)	49	23	-26	
(17, 30, 3, 16)	2	2	0	
(19, 28, 7, 30)	0	1	1	
(7, 3, 27, 30)	0	1	1	
(25, 21, 30, 12)	26	30	4	
(30, 19, 30, 18)	212	269	57	
(21, 18, 7, 30)	9	20	11	
(21, 30, 1, 3)	163	21	-142	
(7, 30, 9, 21)	0	1	1	
(30, 11, 30, 4)	148	90	-58	
(17, 11, 3)	2	1	-1	
(30, 19, 18, 7)	2	2	0	
(19, 17, 0, 30)	0	4	4	
(21, 30, 21, 22)	3	3	0	
(3, 30, 0, 23)	4	4	0	
(30, 12, 30, 3)	1500	1331	-169	
(0, 5, 30, 10)	1	0	-1	
(21, 30, 6, 19)	3	5	2	
(15, 11)	2	2	0	
(26, 30, 22, 25)	0	1	1	
(2, 17, 21, 30)	0	1	1	
(10, 15, 21)	1	0	-1	
(17, 19, 19, 30)	3	0	-3	
(25, 18, 0, 4)	1	0	-1	
(30, 20, 25, 25)	0	1	1	
(0, 30, 4, 2)	2	1	-1	
(3, 30, 25, 7)	3	2	-1	
(27, 30, 17, 18)	1	2	1	
(2, 0, 4, 18)	0	1	1	
(21, 30, 4, 8)	1	0	-1	
(30, 16, 3, 12)	0	1	1	
(11, 30, 27, 3)	3	7	4	
(30, 23, 30, 15)	2	1	-1	
(3, 30, 18, 7)	54	88	34	
(21, 30, 23, 21)	17	10	-7	
(3, 30, 1)	1431	198	-1233	
(0, 30, 27, 21)	5	4	-1	
(21, 17, 17, 17)	1	0	-1	
(26, 30, 4, 21)	2	1	-1	
(30, 17, 0, 11)	0	3	3	
(30, 2, 21, 0)	0	2	2	
(2, 18, 30, 5)	0	1	1	
(21, 17, 6)	1	2	1	
(30, 10, 24)	2	4	2	
(10, 3, 21, 30)	14	3	-11	
(30, 19, 25, 30)	6	4	-2	
(21, 0, 21, 12)	0	3	3	
(7, 7, 5)	0	1	1	
(21, 4, 22)	0	2	2	
(17, 0, 4, 25)	1	0	-1	
(18, 30, 15)	45	35	-10	
(7, 17)	120	155	35	
(8, 21, 30, 19)	2	1	-1	
(19, 30, 22, 17)	0	2	2	
(17, 30, 15, 18)	1	0	-1	
(22, 30, 19, 21)	4	1	-3	
(4, 17, 0, 2)	0	2	2	
(12, 30, 11, 28)	1	0	-1	
(15, 30, 0, 22)	1	1	0	
(4, 30, 0, 26)	0	1	1	
(21, 0, 30, 14)	0	1	1	
(8, 30, 20)	4	0	-4	
(14, 14, 30)	1	0	-1	
(3, 12, 1, 30)	10	1	-9	
(21, 24, 30, 4)	1	0	-1	
(16, 30, 11, 30)	1	1	0	
(22, 4, 4)	1	7	6	
(5, 17, 30, 9)	0	1	1	
(7, 30, 1, 2)	1	0	-1	
(1, 27, 30, 8)	1	0	-1	
(30, 19, 10, 30)	6	8	2	
(6, 30, 21, 13)	1	0	-1	
(24, 21, 25)	1	0	-1	
(17, 30, 0, 5)	9	3	-6	
(21, 3, 3, 30)	0	1	1	
(30, 25, 30, 10)	62	55	-7	
(18, 25, 3, 30)	0	1	1	
(6, 26, 30, 25)	0	1	1	
(7, 30, 10, 8)	1	0	-1	
(8, 9, 30)	2	1	-1	
(17, 0, 24)	1	9	8	
(0, 30, 0, 4)	22	54	32	
(16, 23, 16, 11)	0	1	1	
(24, 30, 24, 19)	1	1	0	
(3, 30, 21, 25)	16	18	2	
(30, 2, 30, 9)	19	27	8	
(30, 6, 0, 2)	0	3	3	
(3, 19, 30, 18)	1	0	-1	
(26, 30, 1, 3)	13	0	-13	
(11, 21, 30, 10)	1	1	0	
(21, 30, 7, 0)	0	3	3	
(27, 27, 30, 2)	0	3	3	
(2, 17, 6, 30)	0	1	1	
(4, 30, 10, 0)	0	1	1	
(7, 30, 7, 5)	0	1	1	
(12, 5, 30, 19)	1	0	-1	
(30, 12, 12, 21)	1	1	0	
(3, 30, 22)	233	327	94	
(17, 30, 22, 25)	0	1	1	
(12, 13, 4)	1	0	-1	
(16, 23, 21, 30)	4	1	-3	
(0, 30, 2, 12)	0	2	2	
(27, 30, 18, 3)	1	0	-1	
(30, 24, 18, 30)	0	1	1	
(30, 10, 15)	4	0	-4	
(12, 2, 30, 12)	1	0	-1	
(12, 30, 4, 24)	10	3	-7	
(1, 11)	4	1	-3	
(0, 5, 0, 30)	0	1	1	
(4, 30, 13, 30)	45	36	-9	
(17, 18, 8, 30)	1	1	0	
(25, 17, 15)	0	1	1	
(25, 25, 5, 30)	0	1	1	
(18, 30, 6)	72	112	40	
(2, 21, 21, 30)	7	9	2	
(24, 30, 22, 30)	8	18	10	
(30, 2, 0, 8)	0	1	1	
(2, 0, 30, 11)	0	1	1	
(0, 30, 26, 30)	10	39	29	
(4, 7, 21, 30)	1	0	-1	
(22, 0, 30, 8)	0	1	1	
(10, 3, 12, 30)	0	1	1	
(26, 0, 30, 5)	0	1	1	
(17, 30, 7, 11)	0	2	2	
(3, 23, 30, 21)	2	0	-2	
(24, 5, 30, 12)	1	0	-1	
(7, 30, 17, 17)	1	4	3	
(12, 21, 10)	1	0	-1	
(12, 30, 3, 7)	3	0	-3	
(18, 18, 30, 23)	1	0	-1	
(12, 30, 3, 11)	1	1	0	
(12, 25, 30, 6)	0	1	1	
(7, 11, 30, 18)	0	1	1	
(12, 1, 30, 16)	0	1	1	
(18, 11, 4, 21)	0	1	1	
(17, 30, 12, 3)	2	2	0	
(17, 18, 6, 30)	4	2	-2	
(30, 11, 18, 11)	0	1	1	
(30, 15, 1, 3)	0	1	1	
(30, 21, 20, 17)	0	1	1	
(25, 1, 30)	24	2	-22	
(1, 4, 21, 21)	4	0	-4	
(21, 22, 30, 6)	1	1	0	
(21, 30, 2, 12)	9	2	-7	
(21, 4, 17, 0)	0	1	1	
(9, 12, 30, 27)	1	0	-1	
(30, 7, 17, 4)	1	2	1	
(17, 0, 17)	4	4	0	
(21, 17, 2, 30)	1	4	3	
(1, 22, 22, 30)	3	0	-3	
(7, 30, 2, 19)	1	2	1	
(30, 12, 17, 15)	1	1	0	
(15, 30, 5, 21)	1	2	1	
(30, 2, 2, 27)	2	1	-1	
(1, 17, 30, 12)	3	0	-3	
(17, 30, 21, 11)	4	2	-2	
(21, 17, 30, 1)	39	8	-31	
(30, 12, 10, 16)	1	0	-1	
(25, 17, 30, 6)	3	7	4	
(27, 30, 21, 21)	12	8	-4	
(10, 23, 30, 21)	0	1	1	
(1, 30, 7, 19)	2	0	-2	
(21, 14, 3, 30)	1	1	0	
(17, 30, 1, 30)	589	220	-369	
(22, 30, 21, 5)	1	0	-1	
(12, 30, 1, 4)	44	4	-40	
(19, 5, 12, 30)	1	0	-1	
(21, 30, 15, 25)	0	2	2	
(7, 8, 30, 10)	1	1	0	
(11, 8, 30, 21)	0	2	2	
(30, 16, 30, 23)	9	4	-5	
(3, 17, 24)	1	0	-1	
(25, 17, 1, 8)	1	0	-1	
(30, 8, 30, 13)	7	3	-4	
(11, 13)	0	1	1	
(19, 30, 21, 1)	2	0	-2	
(17, 30, 14, 0)	0	2	2	
(9, 2, 21)	1	0	-1	
(12, 30, 8, 10)	1	0	-1	
(0, 19, 21, 18)	0	1	1	
(1, 22, 4, 30)	1	0	-1	
(27, 17, 30)	52	74	22	
(27, 21, 30, 2)	1	2	1	
(27, 2, 4, 30)	0	2	2	
(12, 23, 30, 21)	1	0	-1	
(30, 3, 17, 2)	8	5	-3	
(30, 11, 21, 12)	0	1	1	
(30, 17, 0, 0)	1	0	-1	
(30, 25, 4, 22)	1	0	-1	
(4, 8, 30, 18)	1	0	-1	
(21, 18, 30, 27)	4	2	-2	
(17, 0, 0, 2)	1	0	-1	
(17, 30, 23, 30)	103	110	7	
(12, 0, 17)	3	0	-3	
(26, 30, 7, 2)	1	0	-1	
(26, 30, 6, 3)	1	2	1	
(13, 4, 30, 21)	0	1	1	
(1, 30, 1, 22)	10	1	-9	
(6, 30, 8)	44	32	-12	
(17, 30, 3, 13)	0	2	2	
(3, 22, 9)	1	0	-1	
(30, 15, 4, 25)	0	1	1	
(11, 16, 11)	0	1	1	
(21, 30, 1, 24)	1	0	-1	
(22, 4, 22)	6	6	0	
(21, 9, 30)	7	21	14	
(17, 7, 30, 19)	4	2	-2	
(3, 0, 23, 30)	0	1	1	
(30, 20, 30, 18)	3	2	-1	
(18, 7, 2, 30)	0	4	4	
(3, 4, 10, 30)	1	0	-1	
(3, 1, 30, 17)	1	0	-1	
(21, 4, 21, 2)	1	0	-1	
(7, 30, 18, 28)	0	1	1	
(30, 21, 12, 8)	0	1	1	
(17, 0, 14)	0	3	3	
(12, 30, 0, 15)	1	0	-1	
(8, 17, 30, 17)	12	6	-6	
(7, 30, 6, 17)	1	0	-1	
(21, 30, 24)	285	245	-40	
(17, 12, 0, 4)	0	1	1	
(17, 30, 17, 9)	0	3	3	
(13, 30, 1)	22	3	-19	
(15, 1, 30)	5	3	-2	
(27, 30, 17, 15)	0	1	1	
(12, 30, 17, 17)	13	8	-5	
(30, 10, 14, 30)	0	1	1	
(17, 18, 7, 21)	1	0	-1	
(21, 4, 30, 24)	0	1	1	
(30, 17, 10, 21)	2	9	7	
(21, 1, 4)	18	0	-18	
(0, 2, 25, 25)	0	1	1	
(4, 30, 2, 12)	0	3	3	
(5, 21, 30, 11)	1	1	0	
(21, 15)	48	30	-18	
(18, 8, 21, 12)	0	1	1	
(30, 25, 7, 30)	9	8	-1	
(25, 7, 30, 4)	1	0	-1	
(30, 6, 3, 21)	5	3	-2	
(19, 30, 17, 3)	0	1	1	
(3, 21, 14, 30)	6	4	-2	
(0, 6, 15, 30)	1	0	-1	
(18, 7, 4, 3)	1	0	-1	
(5, 30, 9, 17)	1	0	-1	
(22, 30, 24, 3)	0	1	1	
(22, 22, 4, 21)	0	1	1	
(7, 30, 28, 24)	0	1	1	
(14, 12, 30, 3)	1	0	-1	
(12, 30, 12, 12)	0	2	2	
(17, 17, 30, 18)	9	4	-5	
(18, 11, 30, 13)	1	0	-1	
(4, 30, 5, 10)	1	0	-1	
(30, 13, 30, 2)	10	11	1	
(30, 3, 21, 0)	1	3	2	
(12, 30, 0, 19)	4	3	-1	
(6, 2, 21, 30)	3	2	-1	
(25, 27, 21)	1	1	0	
(18, 28, 30, 4)	0	1	1	
(7, 2, 30, 18)	2	1	-1	
(18, 11, 11, 30)	2	0	-2	
(18, 4, 30, 18)	0	1	1	
(7, 17, 30, 15)	0	2	2	
(30, 18, 20)	1	3	2	
(1, 17, 30)	97	16	-81	
(11, 17, 30, 8)	0	1	1	
(0, 27, 30, 4)	2	5	3	
(0, 19, 2, 30)	8	25	17	
(27, 7, 30, 4)	0	1	1	
(3, 22, 30)	21	40	19	
(30, 25, 17, 30)	499	574	75	
(0, 8, 30, 21)	3	2	-1	
(19, 2, 30, 18)	0	2	2	
(30, 12, 17, 6)	0	2	2	
(22, 1, 4, 14)	1	0	-1	
(21, 0, 30, 21)	26	47	21	
(19, 30, 15, 30)	29	22	-7	
(21, 13, 30, 2)	1	0	-1	
(1, 27, 30, 21)	7	1	-6	
(21, 21, 17, 6)	0	1	1	
(13, 25)	8	4	-4	
(12, 30, 18, 3)	1	1	0	
(17, 8, 17, 30)	0	1	1	
(7, 30, 22, 2)	0	1	1	
(2, 19, 30, 12)	1	3	2	
(17, 0, 7)	0	1	1	
(17, 21, 30, 21)	43	51	8	
(30, 11, 12)	3	6	3	
(21, 30, 17)	7236	7665	429	
(17, 12, 12, 30)	0	1	1	
(5, 30, 0, 26)	1	0	-1	
(19, 2, 30, 4)	2	10	8	
(13, 30, 10)	11	8	-3	
(6, 2, 30, 12)	2	1	-1	
(25, 3, 17, 1)	1	0	-1	
(17, 19, 25)	0	1	1	
(14, 7, 7, 30)	1	0	-1	
(18, 7, 3, 21)	0	6	6	
(30, 17, 19, 7)	0	1	1	
(30, 21, 17, 0)	4	24	20	
(5, 10, 30)	13	16	3	
(4, 12, 17, 4)	1	0	-1	
(4, 30, 6, 10)	1	1	0	
(30, 3, 16, 12)	0	1	1	
(19, 30, 1, 30)	103	31	-72	
(9, 30, 0, 2)	4	3	-1	
(27, 30, 6, 5)	2	2	0	
(17, 8, 3, 30)	1	0	-1	
(17, 30, 22, 4)	3	5	2	
(30, 21, 26, 26)	1	0	-1	
(17, 7, 7, 21)	1	1	0	
(11, 22, 17, 30)	1	0	-1	
(21, 10, 30, 12)	2	3	1	
(21, 30, 17, 17)	58	33	-25	
(10, 3, 17, 1)	1	0	-1	
(0, 22, 30, 28)	0	2	2	
(0, 2, 24, 30)	0	1	1	
(30, 17, 8, 4)	3	0	-3	
(9, 27, 30, 12)	1	0	-1	
(30, 12, 7, 12)	5	1	-4	
(30, 2, 12, 2)	0	1	1	
(17, 20, 30, 17)	3	1	-2	
(13, 17, 2)	1	0	-1	
(21, 21, 30, 3)	196	133	-63	
(30, 18, 11)	137	135	-2	
(17, 17, 21, 30)	1	0	-1	
(19, 30, 18, 18)	1	2	1	
(6, 3, 30, 18)	1	3	2	
(17, 30, 11, 17)	1	4	3	
(30, 3, 30, 8)	236	159	-77	
(30, 7, 0, 3)	0	1	1	
(12, 21, 21)	11	4	-7	
(1, 30, 5, 21)	6	0	-6	
(18, 1, 30, 17)	37	11	-26	
(18, 18, 18, 21)	0	1	1	
(3, 18, 30, 19)	0	2	2	
(4, 30, 4, 25)	2	1	-1	
(27, 30, 8, 17)	0	3	3	
(7, 30, 17, 10)	1	0	-1	
(1, 21, 5, 30)	1	0	-1	
(3, 10, 30, 9)	0	1	1	
(5, 12, 14, 30)	1	0	-1	
(18, 4, 21, 30)	1	0	-1	
(18, 18, 30, 8)	1	0	-1	
(24, 30, 17, 3)	0	1	1	
(14, 30, 3, 25)	0	1	1	
(30, 4, 30, 7)	548	596	48	
(13, 30, 4, 12)	0	1	1	
(28, 28, 30)	13	14	1	
(4, 7, 30, 19)	1	0	-1	
(0, 21, 30, 0)	16	31	15	
(30, 2, 27, 30)	3	7	4	
(23, 17, 30, 7)	1	0	-1	
(24, 21, 30, 6)	0	1	1	
(27, 17, 30, 0)	0	5	5	
(0, 2, 30, 9)	3	3	0	
(23, 30, 25, 21)	3	3	0	
(25, 30, 11, 11)	2	1	-1	
(24, 2, 30, 3)	1	1	0	
(16, 3, 30, 8)	1	0	-1	
(1, 17, 10, 30)	0	1	1	
(30, 17, 2, 30)	63	56	-7	
(13, 30, 19)	11	12	1	
(25, 19)	9	3	-6	
(30, 4, 21, 4)	0	3	3	
(12, 30, 25, 21)	11	10	-1	
(30, 12, 17, 18)	4	1	-3	
(3, 3, 26, 30)	1	0	-1	
(17, 8, 30, 18)	1	1	0	
(4, 30, 22, 21)	8	8	0	
(22, 12, 30)	15	13	-2	
(21, 1, 22)	5	1	-4	
(30, 11, 4, 11)	11	6	-5	
(30, 26, 8)	2	3	1	
(17, 21, 21, 3)	1	0	-1	
(30, 7, 30, 21)	959	1112	153	
(7, 23, 21)	2	0	-2	
(30, 16, 30, 12)	13	1	-12	
(19, 12, 30, 0)	2	0	-2	
(4, 30, 13)	60	55	-5	
(22, 30, 0, 7)	0	1	1	
(9, 30, 21, 12)	2	3	1	
(7, 10, 30, 19)	1	1	0	
(16, 11, 30)	0	2	2	
(17, 30, 14, 27)	0	1	1	
(1, 17, 4, 30)	1	0	-1	
(30, 11, 1, 30)	5	0	-5	
(26, 30, 11)	12	10	-2	
(18, 8, 4, 30)	2	1	-1	
(18, 30, 9, 30)	13	35	22	
(4, 21, 30, 20)	4	1	-3	
(25, 27, 3)	3	1	-2	
(4, 30, 1, 19)	6	2	-4	
(27, 30, 11, 3)	2	2	0	
(30, 12, 3, 2)	2	0	-2	
(0, 20, 17, 30)	0	1	1	
(17, 30, 27, 12)	1	3	2	
(24, 30, 18, 17)	0	1	1	
(11, 1, 30, 21)	1	0	-1	
(30, 18, 2)	7	1	-6	
(8, 12, 30)	17	6	-11	
(21, 6, 30, 25)	4	0	-4	
(0, 7, 12, 30)	0	1	1	
(17, 21)	470	415	-55	
(7, 30, 21, 12)	15	14	-1	
(18, 30, 4, 11)	1	1	0	
(21, 3, 30, 9)	0	2	2	
(25, 3, 30, 10)	1	0	-1	
(27, 30, 0, 8)	1	1	0	
(28, 28, 21)	1	2	1	
(21, 27, 30, 3)	15	13	-2	
(5, 30, 3, 12)	5	5	0	
(22, 30, 2, 2)	1	1	0	
(1, 30, 14, 3)	1	0	-1	
(3, 21, 12, 0)	1	1	0	
(30, 9, 30, 4)	26	81	55	
(14, 30, 23, 21)	1	1	0	
(30, 17, 18, 11)	1	0	-1	
(3, 28, 30, 19)	0	1	1	
(4, 30, 7, 28)	1	3	2	
(17, 10, 10)	0	4	4	
(14, 17, 0, 3)	0	2	2	
(19, 22, 4, 30)	0	1	1	
(19, 30, 0, 4)	5	12	7	
(21, 30, 3)	8682	7471	-1211	
(30, 9, 13)	1	0	-1	
(4, 17, 30, 9)	4	6	2	
(13, 30, 28)	3	2	-1	
(7, 21, 30, 5)	5	14	9	
(0, 9, 21, 12)	0	1	1	
(5, 30, 12, 3)	0	1	1	
(27, 3, 30, 14)	0	1	1	
(21, 1, 25)	1	0	-1	
(30, 17, 27, 3)	2	1	-1	
(0, 28, 30, 5)	1	0	-1	
(16, 21, 30, 18)	1	1	0	
(12, 3, 30)	65	86	21	
(18, 30, 6, 22)	0	1	1	
(23, 30, 26, 8)	1	0	-1	
(24, 12, 30, 3)	1	1	0	
(27, 21, 30, 14)	1	0	-1	
(30, 4, 24, 12)	0	2	2	
(4, 30, 13, 3)	0	1	1	
(2, 30, 24, 30)	37	48	11	
(30, 1, 22, 30)	48	10	-38	
(4, 30, 4)	2521	1774	-747	
(22, 30, 12, 13)	0	1	1	
(21, 15, 30, 20)	1	0	-1	
(12, 10, 30, 16)	1	0	-1	
(9, 30, 17, 10)	1	1	0	
(12, 30, 24, 2)	1	0	-1	
(17, 3, 5, 30)	0	1	1	
(21, 12, 11, 30)	3	2	-1	
(17, 6, 30, 18)	1	4	3	
(4, 30, 17, 0)	21	57	36	
(6, 21, 30, 9)	0	1	1	
(18, 0, 3, 30)	21	71	50	
(0, 6, 30, 3)	3	11	8	
(30, 21, 30, 19)	988	949	-39	
(20, 21, 17)	5	1	-4	
(14, 30, 11)	3	10	7	
(14, 21)	19	27	8	
(30, 13, 30, 25)	96	92	-4	
(0, 2, 4, 17)	1	0	-1	
(18, 30, 1, 1)	2	0	-2	
(6, 15, 30)	1	1	0	
(30, 0, 17, 0)	3	7	4	
(30, 18, 0, 5)	4	4	0	
(27, 11)	2	17	15	
(0, 18, 30, 6)	0	2	2	
(17, 30, 19, 21)	46	35	-11	
(21, 7, 5, 17)	1	0	-1	
(18, 0, 15)	1	0	-1	
(8, 12, 21)	3	0	-3	
(30, 17, 25, 6)	2	0	-2	
(22, 21, 22, 30)	1	0	-1	
(0, 27, 30, 27)	1	0	-1	
(1, 30, 13, 17)	1	2	1	
(19, 5, 30, 5)	0	1	1	
(18, 1, 24)	0	1	1	
(25, 30, 21, 4)	4	4	0	
(30, 3, 26, 17)	0	1	1	
(30, 17, 13, 21)	6	3	-3	
(10, 30, 1, 21)	1	0	-1	
(12, 9, 30, 12)	0	1	1	
(30, 18, 7, 17)	14	16	2	
(19, 30, 3, 8)	1	0	-1	
(2, 24)	6	3	-3	
(30, 10, 30, 23)	12	9	-3	
(5, 20, 30, 10)	1	0	-1	
(5, 30, 11, 21)	2	1	-1	
(28, 30, 19, 7)	1	0	-1	
(18, 30, 3, 2)	0	3	3	
(18, 8, 21)	2	5	3	
(10, 30, 12, 0)	0	1	1	
(30, 12, 9, 30)	2	14	12	
(2, 30, 21, 2)	1	3	2	
(21, 6, 21)	1	1	0	
(3, 10, 30)	13	10	-3	
(5, 30, 0, 1)	1	0	-1	
(6, 17, 1, 30)	1	0	-1	
(6, 15)	1	1	0	
(28, 4, 21, 21)	0	1	1	
(12, 30, 21, 22)	1	1	0	
(12, 27, 27, 30)	0	1	1	
(30, 3, 28, 30)	1	2	1	
(3, 12, 17)	8	4	-4	
(24, 30, 7, 24)	1	0	-1	
(10, 12, 17, 30)	0	1	1	
(30, 4, 4, 6)	0	1	1	
(5, 30, 25, 9)	0	1	1	
(3, 27, 7)	0	1	1	
(0, 17, 30, 6)	1	3	2	
(13, 30, 2, 30)	11	14	3	
(4, 30, 21, 2)	3	4	1	
(18, 30, 17, 18)	9	9	0	
(23, 30, 7, 16)	1	0	-1	
(10, 30, 26, 20)	1	0	-1	
(0, 22, 30, 1)	3	1	-2	
(2, 30, 3, 26)	0	1	1	
(15, 30, 18, 7)	0	4	4	
(30, 0, 21, 2)	0	1	1	
(17, 20, 30, 12)	1	2	1	
(5, 30, 2, 2)	2	0	-2	
(21, 21, 30, 24)	8	4	-4	
(18, 0, 6)	2	3	1	
(30, 3, 10, 30)	12	9	-3	
(16, 26, 30)	1	0	-1	
(12, 30, 27, 19)	0	1	1	
(25, 30, 17, 2)	2	0	-2	
(4, 30, 16, 23)	3	0	-3	
(17, 7, 28)	0	1	1	
(12, 13, 4, 14)	1	0	-1	
(30, 3, 30, 19)	410	395	-15	
(22, 21, 30, 1)	5	0	-5	
(17, 16, 30)	2	3	1	
(30, 8, 0, 30)	0	1	1	
(30, 22, 21, 30)	172	223	51	
(18, 9, 3, 30)	0	1	1	
(23, 30, 16, 16)	1	0	-1	
(0, 21, 18, 30)	3	2	-1	
(2, 30, 18, 10)	2	0	-2	
(3, 25, 30, 13)	1	0	-1	
(5, 30, 15, 15)	2	1	-1	
(1, 30, 17, 22)	0	1	1	
(9, 30, 27, 30)	9	18	9	
(30, 27, 3, 5)	0	1	1	
(10, 30, 28, 19)	1	0	-1	
(30, 24, 30, 26)	1	2	1	
(30, 4, 13, 21)	1	0	-1	
(0, 24, 21, 30)	3	1	-2	
(18, 30, 7, 12)	1	0	-1	
(9, 7, 30)	0	2	2	
(0, 1)	31	7	-24	
(18, 8, 28)	0	1	1	
(30, 18, 6, 30)	62	87	25	
(2, 30, 25, 0)	1	0	-1	
(30, 3, 12, 3)	3	1	-2	
(21, 20, 30, 2)	1	0	-1	
(17, 24, 0)	0	1	1	
(30, 5, 21, 12)	6	1	-5	
(30, 22, 27, 30)	7	12	5	
(30, 13, 17, 18)	2	2	0	
(18, 30, 14, 10)	0	1	1	
(12, 3, 12)	0	1	1	
(4, 7, 2, 30)	0	1	1	
(10, 30, 7, 8)	0	1	1	
(0, 21, 0, 30)	0	1	1	
(1, 23, 30, 4)	1	0	-1	
(2, 30, 0, 10)	0	1	1	
(4, 1, 19, 1)	2	0	-2	
(18, 30, 2, 17)	1	1	0	
(4, 30, 22)	229	252	23	
(10, 21, 30, 21)	27	31	4	
(3, 27, 30)	191	207	16	
(14, 4, 30, 7)	3	1	-2	
(30, 0, 22, 18)	0	1	1	
(11, 21, 0)	0	2	2	
(30, 5, 30, 14)	3	5	2	
(30, 1, 5)	24	20	-4	
(20, 21, 3)	0	2	2	
(11, 10, 30, 21)	1	0	-1	
(30, 18, 20, 30)	1	1	0	
(3, 2, 17, 7)	1	0	-1	
(7, 25, 30, 3)	1	0	-1	
(30, 14, 30, 5)	6	7	1	
(0, 3, 30, 8)	3	3	0	
(11, 11, 30, 2)	0	1	1	
(7, 1, 30, 21)	0	1	1	
(13, 8, 30)	1	0	-1	
(13, 17, 17, 0)	0	1	1	
(21, 30, 25, 17)	95	115	20	
(4, 18, 30, 8)	1	0	-1	
(12, 18, 0)	122	40	-82	
(0, 4, 4, 30)	7	15	8	
(21, 27, 19)	0	2	2	
(30, 17, 21, 25)	0	2	2	
(30, 12, 25)	230	90	-140	
(10, 30, 25, 25)	1	1	0	
(16, 30, 12, 21)	0	1	1	
(30, 22, 17, 4)	1	0	-1	
(2, 30, 2, 25)	0	1	1	
(1, 3, 30, 17)	48	8	-40	
(21, 3, 30, 18)	12	7	-5	
(14, 0, 22, 21)	0	1	1	
(30, 25, 15)	5	1	-4	
(30, 1, 22, 12)	1	0	-1	
(13, 21, 30, 4)	7	8	1	
(5, 15, 30, 18)	0	1	1	
(7, 19, 17, 28)	0	1	1	
(15, 30, 0, 17)	0	1	1	
(2, 12, 30, 17)	3	1	-2	
(26, 3, 30)	3	5	2	
(18, 8, 7)	0	1	1	
(10, 30, 4, 4)	5	0	-5	
(15, 18, 30, 3)	2	0	-2	
(15, 30, 20, 30)	2	2	0	
(13, 30, 17, 25)	2	0	-2	
(30, 26, 30, 14)	2	3	1	
(27, 18, 0)	1	2	1	
(26, 25, 21, 30)	0	1	1	
(30, 0, 19, 30)	20	92	72	
(3, 1, 30, 21)	1	0	-1	
(3, 3, 30, 17)	5	2	-3	
(15, 25, 30, 0)	1	1	0	
(30, 1, 19, 1)	1	0	-1	
(30, 5, 17, 6)	0	1	1	
(3, 16, 30, 4)	1	1	0	
(18, 6, 30, 19)	0	3	3	
(30, 7, 5)	17	26	9	
(3, 12, 3)	3	1	-2	
(18, 30, 18, 4)	0	1	1	
(28, 30, 22, 22)	1	0	-1	
(0, 3, 21, 17)	1	3	2	
(18, 7, 18, 30)	0	6	6	
(30, 26, 21, 12)	1	1	0	
(5, 30, 17, 5)	3	5	2	
(30, 9, 4, 22)	1	0	-1	
(4, 24, 30, 17)	5	5	0	
(2, 4, 17)	1	0	-1	
(21, 2, 30, 24)	2	0	-2	
(30, 13, 6, 30)	3	0	-3	
(17, 4, 10, 30)	0	1	1	
(0, 2, 1)	1	1	0	
(18, 8, 30, 27)	0	1	1	
(20, 21, 12)	0	2	2	
(15, 30, 6, 30)	6	5	-1	
(30, 0, 9, 17)	1	1	0	
(30, 22, 26, 21)	0	1	1	
(21, 5, 10, 21)	1	0	-1	
(25, 5, 30, 4)	1	1	0	
(9, 27)	7	5	-2	
(4, 1, 1)	1	0	-1	
(30, 14, 14, 30)	1	0	-1	
(30, 9, 21, 30)	52	107	55	
(30, 23, 0, 30)	2	1	-1	
(6, 12, 30, 17)	1	1	0	
(30, 12, 16)	0	3	3	
(11, 4, 30, 17)	9	8	-1	
(15, 30, 3, 3)	0	1	1	
(2, 12, 7)	2	0	-2	
(3, 17, 30, 28)	2	2	0	
(5, 30, 19, 4)	0	1	1	
(3, 4, 30, 13)	0	2	2	
(30, 28, 10, 30)	5	4	-1	
(30, 25, 4)	13	14	1	
(20, 21, 30, 7)	6	1	-5	
(20, 21)	135	118	-17	
(23, 25, 30, 11)	1	0	-1	
(5, 30, 7, 19)	1	0	-1	
(25, 1, 3, 21)	6	0	-6	
(0, 10, 30, 21)	1	2	1	
